date,province,sum
2013,Zhejiang,200589.23620157165
2014,Anhui,48479.779400249354
2014,Beijing,82345.45008829344
2014,Chongqing,40324.2425432502
2014,Fujian,57026.19648160396
2014,Gansu,16642.623904299817
2014,Guangdong,181509.97922846375
2014,Guangxi,25545.150449311557
2014,Guizhou,21228.502693886425
2014,Hainan,7349.3140794327355
2014,Hebei,118505.60320442387
2014,Heilongjiang,33277.605350509344
2014,Henan,105464.07970039854
2014,Hubei,51922.32707062967
2014,Hunan,45344.09338748141
2014,Inner Mongolia,39421.673090012824
2014,Jiangsu,171486.9196791832
2014,Jiangxi,25335.879588454598
2014,Jilin,30134.30919448448
2014,Liaoning,68945.19961910858
2014,Ningxia,9726.102388093948
2014,Qinghai,4276.8520381389435
2014,Shaanxi,46483.44978218411
2014,Shandong,190032.56412021338
2014,Shanghai,100537.82877100246
2014,Shanxi,39274.34976471219
2014,Sichuan,62559.27150930187
2014,Tianjin,44281.30699043168
2014,Tibet,260.1505659865551
2014,Xinjiang,30305.351607473338
2014,Yunnan,32570.734528116584
2014,Zhejiang,193601.65667804208
2015,Anhui,52276.31411388996
2015,Beijing,56425.67047464305
2015,Chongqing,41856.562310377456
2015,Fujian,61470.94529529566
2015,Gansu,18586.077511239615
2015,Guangdong,193102.4433724896
2015,Guangxi,31056.4761667024
2015,Guizhou,24046.46927646791
2015,Hainan,8628.280681565097
2015,Hebei,120863.87251678693
2015,Heilongjiang,36023.470247107456
2015,Henan,109748.29367821329
2015,Hubei,57967.42889796654
2015,Hunan,49817.627710580186
2015,Inner Mongolia,41910.00060522342
2015,Jiangsu,187767.3771320786
2015,Jiangxi,28053.609794211323
2015,Jilin,33495.42539027888
2015,Liaoning,72904.81597754551
2015,Ningxia,9000.45613921099
2015,Qinghai,4648.241013350699
2015,Shaanxi,57853.39539378633
2015,Shandong,199983.10096153893
2015,Shanghai,105701.96507758283
2015,Shanxi,44042.840644008196
2015,Sichuan,69685.27004285762
2015,Tianjin,45393.20726966019
2015,Tibet,304.97998272798907
2015,Xinjiang,34836.59935687701
2015,Yunnan,38166.838902317235
2015,Zhejiang,172077.40073341908
2016,Anhui,57505.29362436127
2016,Beijing,66884.06735272438
2016,Chongqing,45354.621893830954
2016,Fujian,65213.3492903373
2016,Gansu,20558.43816198549
2016,Guangdong,198151.7158028207
2016,Guangxi,31742.267281195152
2016,Guizhou,27369.7817457417
2016,Hainan,7387.993679007905
2016,Hebei,121400.23877877831
2016,Heilongjiang,39532.72267601399
2016,Henan,116468.93577836925
2016,Hubei,62304.50694932003
2016,Hunan,53136.43701036725
2016,Inner Mongolia,46715.39427319571
2016,Jiangsu,194805.04776491004
2016,Jiangxi,29405.748919488095
2016,Jilin,33308.1362338016
2016,Liaoning,76627.24282975962
2016,Ningxia,10319.625828845148
2016,Qinghai,4918.537310321021
2016,Shaanxi,61481.1645139051
2016,Shandong,174835.69210524485
2016,Shanghai,109932.24099690777
2016,Shanxi,43653.5483452793
2016,Sichuan,74728.23822840737
2016,Tianjin,47443.55808772509
2016,Tibet,359.42481950855836
2016,Xinjiang,37126.956397796814
2016,Yunnan,40675.56077650361
2016,Zhejiang,176014.5008743633
2017,Anhui,62167.195894820674
2017,Beijing,65963.78456802397
2017,Chongqing,48077.96824922507
2017,Fujian,69141.76103173706
2017,Gansu,22403.34672850387
2017,Guangdong,205496.3213341717
2017,Guangxi,33999.85925089588
2017,Guizhou,30559.56338819518
2017,Hainan,7027.06866714604
2017,Hebei,124145.26557941285
2017,Heilongjiang,42840.820128245985
2017,Henan,121860.94244654902
2017,Hubei,67091.67281515386
2017,Hunan,56822.58927338685
2017,Inner Mongolia,50361.48893260128
2017,Jiangsu,203942.16083821777
2017,Jiangxi,31247.88767961449
2017,Jilin,34476.417267226294
2017,Liaoning,80535.47779376905
2017,Ningxia,10904.083139665929
2017,Qinghai,5176.761392572645
2017,Shaanxi,68395.79186081231
2017,Shandong,166657.90746898466
2017,Shanghai,113856.33740092372
2017,Shanxi,45024.730493222654
2017,Sichuan,80415.00948050257
2017,Tianjin,49228.40271506864
2017,Tibet,405.6616361603886
2017,Xinjiang,40365.32964711249
2017,Yunnan,44234.98774003617
2017,Zhejiang,170374.0884226298
2018,Anhui,66829.09816528182
2018,Beijing,65043.50178332361
2018,Chongqing,50801.31460461918
2018,Fujian,73070.17277313508
2018,Gansu,24248.255295022675
2018,Guangdong,212840.9268655245
2018,Guangxi,36257.45122059577
2018,Guizhou,33749.3450306478
2018,Hainan,6666.143655284069
2018,Hebei,126890.29238004649
2018,Heilongjiang,46148.91758047796
2018,Henan,127252.94911472703
2018,Hubei,71878.83868098598
2018,Hunan,60508.74153640646
2018,Inner Mongolia,54007.58359200685
2018,Jiangsu,213079.2739115289
2018,Jiangxi,33090.02643974088
2018,Jilin,35644.698300650976
2018,Liaoning,84443.71275777848
2018,Ningxia,11488.54045048671
2018,Qinghai,5434.98547482438
2018,Shaanxi,75310.41920772126
2018,Shandong,158480.12283272098
2018,Shanghai,117780.43380494138
2018,Shanxi,46395.91264116602
2018,Sichuan,86101.78073259773
2018,Tianjin,51013.24734241263
2018,Tibet,451.8984528122186
2018,Xinjiang,43603.70289642816
2018,Yunnan,47794.41470356961
2018,Zhejiang,164733.675970898
2019,Anhui,71491.00043574123
2019,Beijing,64123.21899862323
2019,Chongqing,53524.660960013294
2019,Fujian,76998.58451453486
2019,Gansu,26093.16386154149
2019,Guangdong,220185.53239687558
2019,Guangxi,38515.043190296514
2019,Guizhou,36939.12667310041
2019,Hainan,6305.218643422206
2019,Hebei,129635.31918068105
2019,Heilongjiang,49457.01503270996
2019,Henan,132644.95578290682
2019,Hubei,76666.00454681984
2019,Hunan,64194.893799426056
2019,Inner Mongolia,57653.67825141329
2019,Jiangsu,222216.38698483663
2019,Jiangxi,34932.16519986729
2019,Jilin,36812.979334075666
2019,Liaoning,88351.94772178617
2019,Ningxia,12072.997761307275
2019,Qinghai,5693.209557076114
2019,Shaanxi,82225.04655463019
2019,Shandong,150302.3381964608
2019,Shanghai,121704.53020895731
2019,Shanxi,47767.094789109375
2019,Sichuan,91788.55198469298
2019,Tianjin,52798.091969756184
2019,Tibet,498.13526946404875
2019,Xinjiang,46842.076145743835
2019,Yunnan,51353.84166710305
2019,Zhejiang,159093.26351916627
2020,Anhui,76152.90270620238
2020,Beijing,63202.93621392287
2020,Chongqing,56248.007315407405
2020,Fujian,80926.99625593289
2020,Gansu,27938.072428059855
2020,Guangdong,227530.1379282266
2020,Guangxi,40772.635159996375
2020,Guizhou,40128.908315553876
2020,Hainan,5944.293631560343
2020,Hebei,132380.34598131556
2020,Heilongjiang,52765.11248494193
2020,Henan,138036.96245108487
2020,Hubei,81453.17041265195
2020,Hunan,67881.04606244568
2020,Inner Mongolia,61299.772910818865
2020,Jiangsu,231353.5000581443
2020,Jiangxi,36774.30395999412
2020,Jilin,37981.26036750035
2020,Liaoning,92260.18268579563
2020,Ningxia,12657.455072128052
2020,Qinghai,5951.433639327736
2020,Shaanxi,89139.6739015374
2020,Shandong,142124.5535601972
2020,Shanghai,125628.62661297497
2020,Shanxi,49138.27693705315
2020,Sichuan,97475.32323678817
2020,Tianjin,54582.93659709973
2020,Tibet,544.3720861158789
2020,Xinjiang,50080.4493950595
2020,Yunnan,54913.2686306356
2020,Zhejiang,153452.85106743276
2021,Anhui,80814.80497666352
2021,Beijing,62282.6534292225
2021,Chongqing,58971.353670800665
2021,Fujian,84855.4079973309
2021,Gansu,29782.98099457867
2021,Guangdong,234874.74345957764
2021,Guangxi,43030.227129697116
2021,Guizhou,43318.68995800649
2021,Hainan,5583.368619698481
2021,Hebei,135125.3727819492
2021,Heilongjiang,56073.20993717392
2021,Henan,143428.9691192629
2021,Hubei,86240.33627848579
2021,Hunan,71567.19832546527
2021,Inner Mongolia,64945.86757022443
2021,Jiangsu,240490.61313145206
2021,Jiangxi,38616.442720120525
2021,Jilin,39149.54140092504
2021,Liaoning,96168.41764980505
2021,Ningxia,13241.912382948836
2021,Qinghai,6209.65772157947
2021,Shaanxi,96054.30124844637
2021,Shandong,133946.76892393353
2021,Shanghai,129552.7230169909
2021,Shanxi,50509.45908499651
2021,Sichuan,103162.09448888338
2021,Tianjin,56367.78122444374
2021,Tibet,590.6089027677089
2021,Xinjiang,53318.82264437517
2021,Yunnan,58472.69559416903
2021,Zhejiang,147812.43861570102
2022,Anhui,80814.80497666352
2022,Beijing,62282.6534292225
2022,Chongqing,58971.353670800665
2022,Fujian,84855.4079973309
2022,Gansu,29782.98099457867
2022,Guangdong,234874.74345957764
2022,Guangxi,43030.227129697116
2022,Guizhou,43318.68995800649
2022,Hainan,5583.368619698481
2022,Hebei,135125.3727819492
2022,Heilongjiang,56073.20993717392
2022,Henan,143428.9691192629
2022,Hubei,86240.33627848579
2022,Hunan,71567.19832546527
2022,Inner Mongolia,64945.86757022443
2022,Jiangsu,240490.61313145206
2022,Jiangxi,38616.442720120525
2022,Jilin,39149.54140092504
2022,Liaoning,96168.41764980505
2022,Ningxia,13241.912382948836
2022,Qinghai,6209.65772157947
2022,Shaanxi,96054.30124844637
2022,Shandong,133946.76892393353
2022,Shanghai,129552.7230169909
2022,Shanxi,50509.45908499651
2022,Sichuan,103162.09448888338
2022,Tianjin,56367.78122444374
2022,Tibet,590.6089027677089
2022,Xinjiang,53318.82264437517
2022,Yunnan,58472.69559416903
2022,Zhejiang,147812.43861570102
