date,province,dom,ru,DCODdomu,DCODdomr,Rdom,BOD/COD,EFdomc,Edomd
2012,Chongqing,229448.0,58.34,133859.9632,95588.03679999999,0.9009999999999999,0.46685,0.0587,2982.6664450053972
2013,Chongqing,218601.0,58.34,127531.8234,91069.17659999999,0.94,0.46685,0.0587,2705.3620193567863
2014,Chongqing,212663.0,59.838888888888896,127255.17627777779,85407.82372222221,0.93,0.46685,0.0587,2584.636020824089
2015,Chongqing,211325.0,61.18,129288.635,82036.36499999999,0.9479999999999998,0.46685,0.0587,2432.3703177846123
2016,Chongqing,43072.0,62.60000000000001,26963.072,16108.927999999994,0.9679999999999999,0.46685,0.0587,465.0953480307148
2017,Chongqing,36720.0,64.1,23537.52,13182.480000000003,0.955,0.46685,0.0587,390.2800337920981
2018,Chongqing,35707.0,65.5,23388.085,12318.914999999999,0.9520000000000002,0.46685,0.0587,368.3533235109125
2019,Chongqing,34386.0,66.8,22969.847999999998,11416.152000000002,0.9720000000000002,0.46685,0.0587,330.4744150508117
2020,Chongqing,132399.0,69.5,92017.305,40381.69500000001,0.9820000000000002,0.46685,0.0587,1152.0135234625761
2021,Chongqing,132399.0,69.5,92017.305,40381.69500000001,0.982,0.46685,0.0587,1152.0135234625768
2022,Chongqing,132399.0,69.5,92017.305,40381.69500000001,0.982,0.46685,0.0587,1152.0135234625768
2010,Fujian,354193.0,60.769999999999996,215243.0861,138949.91390000004,0.8440000000000001,0.42256,0.0587,4279.427355136217
2011,Fujian,354193.0,60.77,215243.0861,138949.91389999999,0.8529999999999999,0.42256,0.0587,4231.376822652523
2012,Fujian,351263.0,60.77,213462.52510000003,137800.4749,0.856,0.42256,0.0587,4180.489146100534
2013,Fujian,345647.0,60.769999999999996,210049.68189999997,135597.31810000003,0.8729999999999998,0.42256,0.0587,4025.0791999297817
2014,Fujian,343224.0,61.76574074074074,211994.846,131229.154,0.8870000000000001,0.42256,0.0587,3849.2403241202665
2015,Fujian,332360.0,62.656666666666666,208245.69733333334,124114.30266666666,0.895,0.42256,0.0587,3620.9301289803207
2016,Fujian,198183.0,63.60000000000001,126044.38800000002,72138.61199999998,0.9129999999999998,0.42256,0.0587,2061.3459714606856
2017,Fujian,219814.0,64.8,142439.47199999998,77374.52799999999,0.9220000000000002,0.42256,0.0587,2194.8012161315173
2018,Fujian,227577.0,65.8,149745.666,77831.33400000002,0.9359999999999999,0.42256,0.0587,2168.2668413970982
2019,Fujian,212578.0,66.5,141364.37,71213.62999999999,0.9520000000000002,0.42256,0.0587,1934.7113822876138
2020,Fujian,433279.0,68.8,298095.952,135183.048,0.9720000000000002,0.42256,0.0587,3560.150578495249
2021,Fujian,433279.0,68.8,298095.952,135183.048,0.972,0.42256,0.0587,3560.150578495251
2022,Fujian,433279.0,68.8,298095.952,135183.048,0.972,0.42256,0.0587,3560.150578495251
2010,Gansu,152303.0,40.13,61119.193900000006,91183.8061,0.6260000000000001,0.435,0.0587,2912.015270043642
2011,Gansu,152303.0,40.13,61119.193900000006,91183.8061,0.688,0.435,0.0587,2815.25509053199
2012,Gansu,149913.0,40.13,60160.0869,89752.9131,0.754,0.435,0.0587,2669.6905633331708
2013,Gansu,145378.0,40.13,58340.1914,87037.8086,0.8129999999999998,0.435,0.0587,2501.0385081324175
2014,Gansu,144082.0,41.73796296296297,60136.8917962963,83945.1082037037,0.85,0.435,0.0587,2373.8311849633515
2015,Gansu,146649.0,43.17666666666667,63318.149900000004,83330.85010000001,0.8959999999999999,0.435,0.0587,2295.958510935092
2016,Gansu,50878.0,44.7,22742.466,28135.533999999996,0.9379999999999998,0.435,0.0587,754.431277803774
2017,Gansu,44644.0,46.39999999999999,20714.815999999995,23929.184,0.9490000000000001,0.435,0.0587,637.995814774752
2018,Gansu,44940.0,47.7,21436.38,23503.619999999995,0.9640000000000001,0.435,0.0587,619.8584057139599
2019,Gansu,40384.0,48.5,19586.24,20797.760000000002,0.971,0.435,0.0587,545.5640232331201
2020,Gansu,99960.0,52.2,52179.12,47780.88,0.9720000000000002,0.435,0.0587,1257.3671770699195
2021,Gansu,99960.0,52.2,52179.12,47780.88,0.972,0.435,0.0587,1257.36717706992
2022,Gansu,99960.0,52.2,52179.12,47780.88,0.972,0.435,0.0587,1257.36717706992
2010,Guangdong,1006295.0,67.76,681865.4920000001,324429.5079999999,0.861,0.4645198194794291,0.0587,11430.698041601205
2011,Guangdong,1006295.0,67.76,681865.4920000001,324429.5079999999,0.7909999999999999,0.4645198194794291,0.0587,12732.182846456162
2012,Guangdong,950426.0,67.76,644008.6576,306417.3423999999,0.8829999999999998,0.4645198194794291,0.0587,10409.742857923957
2013,Guangdong,903799.0,67.76,612414.2024000001,291384.79759999993,0.9220000000000002,0.4645198194794291,0.0587,9247.794016343538
2014,Guangdong,864345.0,68.26666666666668,590059.5200000001,274285.4799999999,0.9159999999999999,0.4645198194794291,0.0587,8830.532525289744
2015,Guangdong,834653.0,68.72,573573.5416,261079.45839999997,0.9370000000000002,0.4645198194794291,0.0587,8104.243415073792
2016,Guangdong,542042.0,69.2,375093.064,166948.93599999996,0.94,0.4645198194794291,0.0587,5165.915768175992
2017,Guangdong,575002.0,69.9,401926.39800000004,173075.60199999996,0.945,0.4645198194794291,0.0587,5322.0766004895295
2018,Guangdong,561767.0,70.7,397169.269,164597.73099999997,0.9479999999999998,0.4645198194794291,0.0587,5051.284341138558
2019,Guangdong,562464.0,71.4,401599.29600000003,160864.70399999997,0.9670000000000002,0.4645198194794291,0.0587,4747.715917118923
2020,Guangdong,904055.0,74.2,670808.81,233246.19,0.9770000000000002,0.4645198194794291,0.0587,6780.693506178277
2021,Guangdong,904055.0,74.2,670808.81,233246.19,0.977,0.4645198194794291,0.0587,6780.693506178281
2022,Guangdong,904055.0,74.2,670808.81,233246.19,0.977,0.4645198194794291,0.0587,6780.693506178281
2010,Guangxi,361672.0,44.809999999999995,162065.22319999998,199606.77680000002,0.8340000000000001,0.45999999999999996,0.0587,6116.212323190102
2011,Guangxi,361672.0,44.81,162065.2232,199606.77680000002,0.6409999999999999,0.45999999999999996,0.0587,6960.796758461458
2012,Guangxi,361103.0,44.81,161810.25430000003,199292.74570000003,0.8779999999999998,0.45999999999999996,0.0587,5914.3451787576505
2013,Guangxi,369299.0,44.809999999999995,165482.88189999998,203816.11810000002,0.8579999999999999,0.45999999999999996,0.0587,6137.951187279261
2014,Guangxi,373957.0,45.96759259259259,171899.03023148145,202057.96976851852,0.875,0.45999999999999996,0.0587,6036.171501478344
2015,Guangxi,360311.0,47.00333333333334,169358.1803666667,190952.81963333333,0.9,0.45999999999999996,0.0587,5613.408994365339
2016,Guangxi,254646.0,48.10000000000001,122484.72600000001,132161.27399999998,0.9209999999999999,0.45999999999999996,0.0587,3829.8979936927076
2017,Guangxi,291349.0,49.2,143343.708,148005.29200000002,0.94,0.45999999999999996,0.0587,4228.6729027889605
2018,Guangxi,288771.0,50.2,144963.04200000002,143807.958,0.95,0.45999999999999996,0.0587,4078.8170849202006
2019,Guangxi,295913.0,51.10000000000001,151211.54300000003,144701.45699999997,0.975,0.45999999999999996,0.0587,4009.3040940161495
2020,Guangxi,576537.0,54.2,312483.054,264053.946,0.99,0.45999999999999996,0.0587,7214.3613241330795
2021,Guangxi,576537.0,54.2,312483.054,264053.946,0.99,0.45999999999999996,0.0587,7214.3613241330795
2022,Guangxi,576537.0,54.2,312483.054,264053.946,0.99,0.45999999999999996,0.0587,7214.3613241330795
2010,Guizhou,214885.0,37.83,81290.9955,133594.0045,0.8679999999999999,0.47,0.0587,3981.7663104306343
2011,Guizhou,214885.0,37.83,81290.9955,133594.0045,0.9070000000000001,0.47,0.0587,3894.299556711503
2012,Guizhou,199737.0,37.83,75560.5071,124176.49290000001,0.914,0.47,0.0587,3605.1842020309437
2013,Guizhou,198069.0,37.83,74929.5027,123139.4973,0.94,0.47,0.0587,3521.329394009118
2014,Guizhou,195164.0,40.071296296296296,78204.7447037037,116959.25529629631,0.9479999999999998,0.47,0.0587,3338.9836108543045
2015,Guizhou,194404.0,42.07666666666667,81798.72306666667,112605.27693333333,0.9520000000000002,0.47,0.0587,3214.9907439066733
2016,Guizhou,104954.0,44.2,46389.668000000005,58564.332,0.946,0.47,0.0587,1684.842961272408
2017,Guizhou,111736.0,46.0,51398.56,60337.44,0.9479999999999998,0.47,0.0587,1738.3874454956804
2018,Guizhou,114366.0,47.5,54323.85,60042.15,0.971,0.47,0.0587,1699.9663565818498
2019,Guizhou,118500.0,49.0,58065.0,60435.0,0.9679999999999999,0.47,0.0587,1718.6037841200002
2020,Guizhou,244176.0,53.2,129901.63200000001,114274.36799999999,0.9740000000000001,0.47,0.0587,3245.895798008447
2021,Guizhou,244176.0,53.2,129901.63200000001,114274.36799999999,0.9740000000000001,0.47,0.0587,3245.895798008447
2022,Guizhou,244176.0,53.2,129901.63200000001,114274.36799999999,0.9740000000000001,0.47,0.0587,3245.895798008447
2010,Hainan,78858.0,52.74,41589.7092,37268.2908,0.5489999999999999,0.45999999999999996,0.0587,1512.7937910276985
2011,Hainan,78858.0,52.74,41589.7092,37268.2908,0.731,0.45999999999999996,0.0587,1308.4068213647495
2012,Hainan,80233.0,52.74,42314.8842,37918.1158,0.753,0.45999999999999996,0.0587,1306.0838291141947
2013,Hainan,79316.0,52.74,41831.258400000006,37484.7416,0.75,0.45999999999999996,0.0587,1294.5449025124
2014,Hainan,83602.0,54.16851851851852,45285.96485185185,38316.03514814815,0.7140000000000001,0.45999999999999996,0.0587,1384.3337052281915
2015,Hainan,78541.0,55.446666666666665,43548.36646666667,34992.63353333333,0.742,0.45999999999999996,0.0587,1248.2514824309633
2016,Hainan,42223.0,56.8,23982.664,18240.336000000003,0.77,0.45999999999999996,0.0587,641.46892813744
2017,Hainan,45420.0,58.0,26343.6,19076.4,0.8679999999999999,0.45999999999999996,0.0587,608.9964979104001
2018,Hainan,42720.0,59.10000000000001,25247.520000000004,17472.479999999996,0.8920000000000001,0.45999999999999996,0.0587,545.4191267443198
2019,Hainan,39525.0,59.2,23398.8,16126.199999999997,0.9370000000000002,0.45999999999999996,0.0587,475.24395944879984
2020,Hainan,83462.0,60.3,50327.585999999996,33134.414000000004,0.9870000000000002,0.45999999999999996,0.0587,912.3617380312359
2021,Hainan,83462.0,60.3,50327.585999999996,33134.414000000004,0.987,0.45999999999999996,0.0587,912.3617380312361
2022,Hainan,83462.0,60.3,50327.585999999996,33134.414000000004,0.987,0.45999999999999996,0.0587,912.3617380312361
2010,Hebei,246120.0,48.12,118432.94399999999,127687.05600000001,0.9229999999999998,0.4310894897959183,0.0587,3461.879344049302
2011,Hebei,246120.0,48.12,118432.94399999999,127687.05600000001,0.9390000000000001,0.4310894897959183,0.0587,3413.9283026474754
2012,Hebei,231111.0,48.12,111210.6132,119900.38680000001,0.9429999999999998,0.4310894897959183,0.0587,3194.4818814838554
2013,Hebei,233276.0,48.12,112252.41119999999,121023.58880000001,0.946,0.4310894897959183,0.0587,3215.8855003951107
2014,Hebei,222142.0,49.94259259259259,110943.47403703703,111198.52596296296,0.951,0.4310894897959183,0.0587,2951.437029524843
2015,Hebei,236512.0,51.57333333333333,121977.12213333332,114534.87786666668,0.9529999999999998,0.4310894897959183,0.0587,3043.371098517838
2016,Hebei,150546.0,53.3,80241.018,70304.98200000002,0.9540000000000001,0.4310894897959183,0.0587,1872.467047652615
2017,Hebei,224676.0,55.0,123571.8,101104.2,0.9779999999999999,0.4310894897959183,0.0587,2627.2305634044396
2018,Hebei,202052.0,56.39999999999999,113957.328,88094.672,0.9820000000000002,0.4310894897959183,0.0587,2281.1378660325167
2019,Hebei,200356.0,57.60000000000001,115405.05600000001,84950.94399999999,0.9829999999999999,0.4310894897959183,0.0587,2199.3250814666803
2020,Hebei,359981.0,60.10000000000001,216348.581,143632.41899999997,0.985,0.4310894897959183,0.0587,3716.7319796723887
2021,Hebei,359981.0,60.1,216348.581,143632.419,0.985,0.4310894897959183,0.0587,3716.7319796723896
2022,Hebei,359981.0,60.1,216348.581,143632.419,0.985,0.4310894897959183,0.0587,3716.7319796723896
2010,Heilongjiang,365134.0,57.39999999999999,209586.91599999997,155547.084,0.5670000000000001,0.44,0.0587,6361.390390723984
2011,Heilongjiang,365134.0,57.4,209586.91599999997,155547.084,0.573,0.44,0.0587,6328.9111255252965
2012,Heilongjiang,346894.0,57.4,199117.156,147776.844,0.608,0.44,0.0587,5832.757105657856
2013,Heilongjiang,309467.0,57.39999999999999,177634.05799999996,131832.942,0.757,0.44,0.0587,4519.848811331832
2014,Heilongjiang,297294.0,58.03333333333333,172529.61800000002,124764.38199999998,0.772,0.44,0.0587,4238.404112300512
2015,Heilongjiang,281478.0,58.6,164946.108,116531.892,0.8440000000000001,0.44,0.0587,3674.3812866541443
2016,Heilongjiang,166146.0,59.2,98358.43200000002,67787.56799999998,0.914,0.44,0.0587,1969.2918423298556
2017,Heilongjiang,132481.0,59.39999999999999,78693.71399999998,53787.28600000002,0.9,0.44,0.0587,1592.4681473272005
2018,Heilongjiang,127579.0,60.10000000000001,76674.979,50904.020999999986,0.91,0.44,0.0587,1492.9815765730798
2019,Heilongjiang,137180.0,60.89999999999999,83542.62,53637.38000000002,0.9279999999999998,0.44,0.0587,1540.7034434739207
2020,Heilongjiang,179866.0,65.6,117992.09599999999,61873.90400000002,0.96,0.44,0.0587,1719.9791867315207
2021,Heilongjiang,179866.0,65.6,117992.09599999999,61873.90400000002,0.96,0.44,0.0587,1719.9791867315207
2022,Heilongjiang,179866.0,65.6,117992.09599999999,61873.90400000002,0.96,0.44,0.0587,1719.9791867315207
2010,Henan,410241.0,43.8,179685.55799999996,230555.442,0.8759999999999999,0.4706294127708096,0.0587,6984.846281375776
2011,Henan,410241.0,43.79999999999999,179685.55799999996,230555.442,0.89,0.4706294127708096,0.0587,6915.350510731368
2012,Henan,402981.0,43.8,176505.67799999996,226475.32200000001,0.8779999999999998,0.4706294127708096,0.0587,6851.483779414536
2013,Henan,394775.0,43.8,172911.45,221863.55000000002,0.9079999999999998,0.4706294127708096,0.0587,6568.660076607415
2014,Henan,385927.0,45.4537037037037,175418.11509259258,210508.88490740742,0.925,0.4706294127708096,0.0587,6178.964058558502
2015,Henan,378583.0,46.93333333333333,177681.6213333333,200901.37866666666,0.9359999999999999,0.4706294127708096,0.0587,5864.24261487396
2016,Henan,246260.0,48.5,119436.1,126823.90000000001,0.9590000000000001,0.4706294127708096,0.0587,3638.911227885928
2017,Henan,257387.0,50.2,129208.274,128178.726,0.9690000000000001,0.4706294127708096,0.0587,3651.7131576442816
2018,Henan,244272.0,51.7,126288.62400000001,117983.37599999999,0.9729999999999999,0.4706294127708096,0.0587,3353.6011916592
2019,Henan,227549.0,53.2,121056.06800000001,106492.932,0.9770000000000002,0.4706294127708096,0.0587,3018.8866798353997
2020,Henan,578637.0,55.39999999999999,320564.8979999999,258072.10200000004,0.9829999999999999,0.4706294127708096,0.0587,7280.036539079789
2021,Henan,578637.0,55.4,320564.898,258072.10200000004,0.983,0.4706294127708096,0.0587,7280.036539079789
2022,Henan,578637.0,55.4,320564.898,258072.10200000004,0.983,0.4706294127708096,0.0587,7280.036539079789
2010,Hubei,461323.0,54.51,251467.1673,209855.8327,0.81,0.45499999999999996,0.0587,6881.033566856038
2011,Hubei,461323.0,54.51,251467.1673,209855.8327,0.865,0.45499999999999996,0.0587,6511.636470775276
2012,Hubei,461247.0,54.51,251425.73969999998,209821.2603,0.871,0.45499999999999996,0.0587,6470.272494294841
2013,Hubei,455112.0,54.51,248081.5512,207030.44879999998,0.9159999999999999,0.45499999999999996,0.0587,6086.0471750337165
2014,Hubei,446947.0,55.773148148148145,249276.4124537037,197670.5875462963,0.9209999999999999,0.45499999999999996,0.0587,5805.451013379815
2015,Hubei,436001.0,56.903333333333336,248099.1023666667,187901.8976333333,0.934,0.45499999999999996,0.0587,5455.91725472685
2016,Hubei,272522.0,58.10000000000001,158335.28200000004,114186.71799999998,0.95,0.45499999999999996,0.0587,3261.2008516678497
2017,Hubei,283132.0,59.3,167897.27599999998,115234.724,0.946,0.45499999999999996,0.0587,3319.897983340484
2018,Hubei,265965.0,60.3,160376.895,105588.10500000001,0.9540000000000001,0.45499999999999996,0.0587,3017.1375121974447
2019,Hubei,245635.0,61.0,149837.35,95797.65000000001,1.003,0.45499999999999996,0.0587,2546.6057424375754
2020,Hubei,440877.0,62.89999999999999,277311.633,163565.36700000006,0.97,0.45499999999999996,0.0587,4590.782937018916
2021,Hubei,440877.0,62.9,277311.63300000003,163565.367,0.97,0.45499999999999996,0.0587,4590.782937018915
2022,Hubei,440877.0,62.9,277311.63300000003,163565.367,0.97,0.45499999999999996,0.0587,4590.782937018915
2010,Hunan,531851.0,47.96,255075.7396,276775.26039999997,0.75,0.45499999999999996,0.0587,9095.42464017005
2011,Hunan,531851.0,47.96,255075.7396,276775.26039999997,0.8279999999999998,0.45499999999999996,0.0587,8564.034789663736
2012,Hunan,530397.0,47.96000000000001,254378.40120000005,276018.5988,0.8579999999999999,0.45499999999999996,0.0587,8336.80005108973
2013,Hunan,538897.0,47.96,258455.0012,280441.9988,0.884,0.45499999999999996,0.0587,8290.926791297621
2014,Hunan,532928.0,49.66296296296296,264667.8352592592,268260.1647407408,0.9009999999999999,0.45499999999999996,0.0587,7864.645816902245
2015,Hunan,531461.0,51.18666666666667,272037.1705333333,259423.82946666665,0.9270000000000002,0.45499999999999996,0.0587,7459.2177974613005
2016,Hunan,260614.0,52.8,137604.19199999998,123009.80799999999,0.9429999999999998,0.45499999999999996,0.0587,3494.893946003824
2017,Hunan,247472.0,54.60000000000001,135119.71200000003,112352.28799999999,0.955,0.45499999999999996,0.0587,3163.1591013058396
2018,Hunan,252011.0,56.0,141126.16,110884.83999999998,0.96,0.45499999999999996,0.0587,3112.3384709143993
2019,Hunan,257809.0,57.2,147466.74800000002,110342.25199999998,0.971,0.45499999999999996,0.0587,3061.295891071781
2020,Hunan,501208.0,58.8,294710.304,206497.69600000003,0.9779999999999999,0.45499999999999996,0.0587,5688.41165701245
2021,Hunan,501208.0,58.8,294710.304,206497.69600000003,0.978,0.45499999999999996,0.0587,5688.411657012449
2022,Hunan,501208.0,58.8,294710.304,206497.69600000003,0.978,0.45499999999999996,0.0587,5688.411657012449
2010,Inner Mongolia,177124.0,58.71,103989.5004,73134.49960000001,0.8059999999999999,0.44,0.0587,2409.970974037053
2011,Inner Mongolia,177124.0,58.71,103989.5004,73134.49960000001,0.8390000000000001,0.44,0.0587,2321.3382270981233
2012,Inner Mongolia,171559.0,58.71000000000001,100722.2889,70836.71109999999,0.856,0.44,0.0587,2204.1801342809244
2013,Inner Mongolia,160290.0,58.71,94106.259,66183.74100000001,0.8820000000000001,0.44,0.0587,1996.201684527336
2014,Inner Mongolia,152962.0,59.58611111111111,91144.10727777777,61817.89272222223,0.8920000000000001,0.44,0.0587,1850.8720935287633
2015,Inner Mongolia,144724.0,60.370000000000005,87369.8788,57354.1212,0.9309999999999999,0.44,0.0587,1637.0468991992018
2016,Inner Mongolia,53724.0,61.2,32879.088,20844.912,0.945,0.44,0.0587,585.0884468035201
2017,Inner Mongolia,45453.0,62.0,28180.86,17272.14,0.956,0.44,0.0587,478.1304630115201
2018,Inner Mongolia,39117.0,62.7,24526.359,14590.641,0.9740000000000001,0.44,0.0587,393.31721255455193
2019,Inner Mongolia,37343.0,63.39999999999999,23675.461999999996,13667.538000000004,0.9740000000000001,0.44,0.0587,368.9039071099361
2020,Inner Mongolia,103089.0,67.5,69585.075,33503.924999999996,0.9779999999999999,0.44,0.0587,904.8787278762002
2021,Inner Mongolia,103089.0,67.5,69585.075,33503.924999999996,0.978,0.44,0.0587,904.8787278762
2022,Inner Mongolia,103089.0,67.5,69585.075,33503.924999999996,0.978,0.44,0.0587,904.8787278762
2010,Jiangsu,602252.0,64.11,386103.7572,216148.2428,0.8759999999999999,0.4055848576078112,0.0587,6285.865204895098
2011,Jiangsu,602252.0,64.11,386103.7572,216148.2428,0.899,0.4055848576078112,0.0587,6074.442464640524
2012,Jiangsu,572502.0,64.11,367031.0322,205470.96779999998,0.9070000000000001,0.4055848576078112,0.0587,5704.471899844444
2013,Jiangsu,558698.0,64.11,358181.2878,200516.7122,0.9209999999999999,0.4055848576078112,0.0587,5447.542074945325
2014,Jiangsu,527877.0,65.37314814814815,345089.81324999995,182787.18675000002,0.935,0.4055848576078112,0.0587,4885.796077152945
2015,Jiangsu,499624.0,66.50333333333333,332266.6141333333,167357.3858666667,0.9390000000000001,0.4055848576078112,0.0587,4466.959777049096
2016,Jiangsu,361100.0,67.7,244464.7,116635.29999999999,0.946,0.4055848576078112,0.0587,3091.1229396218923
2017,Jiangsu,378744.0,68.8,260575.872,118168.12800000003,0.9529999999999998,0.4055848576078112,0.0587,3104.9029166672804
2018,Jiangsu,361225.0,69.6,251412.59999999998,109812.40000000002,0.956,0.4055848576078112,0.0587,2877.7609804687477
2019,Jiangsu,354553.0,70.6,250314.41799999998,104238.58200000001,0.961,0.4055848576078112,0.0587,2714.1128511394
2020,Jiangsu,452369.0,73.4,332038.846,120330.15399999995,0.9679999999999999,0.4055848576078112,0.0587,3117.7639805685417
2021,Jiangsu,452369.0,73.4,332038.846,120330.15399999995,0.968,0.4055848576078112,0.0587,3117.7639805685412
2022,Jiangsu,452369.0,73.4,332038.846,120330.15399999995,0.968,0.4055848576078112,0.0587,3117.7639805685412
2010,Jiangxi,389701.0,48.87,190446.87869999997,199254.12130000003,0.8079999999999998,0.45999999999999996,0.0587,6367.609534124822
2011,Jiangxi,389701.0,48.87,190446.87869999997,199254.12130000003,0.851,0.45999999999999996,0.0587,6146.484329522554
2012,Jiangxi,398212.0,48.87,194606.2044,203605.79560000004,0.8429999999999999,0.45999999999999996,0.0587,6322.760499590982
2013,Jiangxi,399003.0,48.87,194992.7661,204010.23390000002,0.831,0.45999999999999996,0.0587,6398.502235037042
2014,Jiangxi,403951.0,50.358333333333334,203422.99108333336,200528.00891666664,0.8379999999999999,0.45999999999999996,0.0587,6304.495368815445
2015,Jiangxi,396541.0,51.69,204972.0429,191568.9571,0.8770000000000002,0.45999999999999996,0.0587,5853.507557207651
2016,Jiangxi,226870.0,53.10000000000001,120467.97000000002,106402.02999999997,0.8970000000000001,0.45999999999999996,0.0587,3208.1138550318187
2017,Jiangxi,231944.0,54.60000000000001,126641.42400000003,105302.57599999999,0.9540000000000001,0.45999999999999996,0.0587,3000.6804567710074
2018,Jiangxi,240241.0,56.0,134534.96,105706.04,0.9579999999999999,0.45999999999999996,0.0587,3006.8484376566403
2019,Jiangxi,259120.0,57.39999999999999,148734.87999999998,110385.12000000001,0.9540000000000001,0.45999999999999996,0.0587,3165.36141480896
2020,Jiangxi,367168.0,60.39999999999999,221769.47199999995,145398.52800000005,0.975,0.45999999999999996,0.0587,4075.7565351296016
2021,Jiangxi,367168.0,60.4,221769.47199999998,145398.52800000002,0.975,0.45999999999999996,0.0587,4075.7565351296007
2022,Jiangxi,367168.0,60.4,221769.47199999998,145398.52800000002,0.975,0.45999999999999996,0.0587,4075.7565351296007
2010,Jilin,204821.0,54.2,111012.98200000002,93808.018,0.7390000000000001,0.44,0.0587,3171.223989968056
2011,Jilin,204821.0,54.20000000000001,111012.98200000002,93808.01799999997,0.8290000000000001,0.44,0.0587,2913.1720930494153
2012,Jilin,194825.0,54.2,105595.15,89229.84999999999,0.8240000000000001,0.44,0.0587,2784.6353958192
2013,Jilin,192439.0,54.2,104301.93800000001,88137.06199999999,0.8420000000000002,0.44,0.0587,2702.041889172911
2014,Jilin,181599.0,54.83333333333334,99576.78500000002,82022.21499999998,0.9009999999999999,0.44,0.0587,2373.08482011502
2015,Jilin,178928.0,55.4,99126.112,79801.888,0.904,0.44,0.0587,2306.905168454656
2016,Jilin,58344.0,56.0,32672.64,25671.359999999997,0.9179999999999998,0.44,0.0587,732.2371396454402
2017,Jilin,58982.0,56.60000000000001,33383.812000000005,25598.188,0.9129999999999998,0.44,0.0587,736.1646270452321
2018,Jilin,61350.0,57.5,35276.25,26073.750000000004,0.9359999999999999,0.44,0.0587,731.7441740400003
2019,Jilin,57470.0,58.3,33505.01,23964.99,0.9520000000000002,0.44,0.0587,660.5053968374399
2020,Jilin,141400.0,62.60000000000001,88516.40000000002,52883.599999999984,0.9770000000000002,0.44,0.0587,1418.4602571215992
